pathogen,PathogenID,PathogenTaxID,PathogenType,Host,HostID,HostTaxID
ungulate bocaparvovirus 5,26553217,1511877,virus,sus scrofa,3433956,9823
ungulate tetraparvovirus 3,26355748,1511916,virus,sus scrofa,3433956,9823
vagococcus fluvialis,3422366,2738,bacteria,sus scrofa,3433956,9823
vagococcus lutrae,3532666,81947,bacteria,sus scrofa,3433956,9823
veillonella magna,3906369,464322,bacteria,sus scrofa,3433956,9823
veillonella parvula,3443942,29466,bacteria,sus scrofa,3433956,9823
vesicular exanthema of swine virus,3452596,35612,virus,sus scrofa,3433956,9823
vesicular stomatitis indiana virus,3436212,11277,virus,sus scrofa,3433956,9823
vesicular stomatitis new jersey virus,3436218,11280,virus,sus scrofa,3433956,9823
vesicular stomatitis virus,3436211,11276,virus,sus scrofa,3433956,9823
vibrio furnissii,3443989,29494,bacteria,sus scrofa,3433956,9823
weissella paramesenteroides,3420045,1249,bacteria,sus scrofa,3433956,9823
weissella viridescens,3420656,1629,bacteria,sus scrofa,3433956,9823
wesselsbron virus,3637662,164416,virus,sus scrofa,3433956,9823
west nile virus,3435880,11082,virus,sus scrofa,3433956,9823
yersinia enterocolitica,3419118,630,bacteria,sus scrofa,3433956,9823
yersinia frederiksenii,3443975,29484,bacteria,sus scrofa,3433956,9823
yersinia pseudotuberculosis,3419124,633,bacteria,sus scrofa,3433956,9823
porcine type-c oncovirus,3821375,369960,virus,sus verrucosus,3633428,159856
cooperia pectinata,3867597,420891,helminth,sylvicapra grimmia,3597116,119562
escherichia coli,3419013,562,bacteria,sylvicapra grimmia,3597116,119562
fasciola gigantica,3472013,46835,helminth,sylvicapra grimmia,3597116,119562
fasciola hepatica,3428035,6192,helminth,sylvicapra grimmia,3597116,119562
nematodirus spathiger,3498312,61841,helminth,sylvicapra grimmia,3597116,119562
salmonella enterica,3443028,28901,bacteria,sylvicapra grimmia,3597116,119562
selenomonas ruminantium,3419624,971,bacteria,sylvicapra grimmia,3597116,119562
taenia hydatigena,3539059,85431,helminth,sylvicapra grimmia,3597116,119562
teladorsagia circumcincta,3469527,45464,helminth,sylvicapra grimmia,3597116,119562
trichostrongylus axei,3460651,40349,helminth,sylvicapra grimmia,3597116,119562
trichostrongylus colubriformis,3428257,6319,helminth,sylvicapra grimmia,3597116,119562
trichostrongylus rugatus,3483294,53331,helminth,sylvicapra grimmia,3597116,119562
trypanosoma congolense,3427224,5692,protozoa,sylvicapra grimmia,3597116,119562
anaplasma phagocytophilum,3419585,948,bacteria,sylvilagus audubonii,3445677,30581
borrelia burgdorferi,3418354,139,bacteria,sylvilagus audubonii,3445677,30581
cottontail rabbit papillomavirus,3435176,10623,virus,sylvilagus audubonii,3445677,30581
myxoma virus,3434673,10273,virus,sylvilagus audubonii,3445677,30581
taenia pisiformis,3539061,85432,helminth,sylvilagus audubonii,3445677,30581
taenia serialis,3554398,94035,helminth,sylvilagus audubonii,3445677,30581
yersinia pestis,3419122,632,bacteria,sylvilagus audubonii,3445677,30581
borrelia burgdorferi,3418354,139,bacteria,sylvilagus bachmani,3817096,365149
francisella tularensis,3418558,263,bacteria,sylvilagus bachmani,3817096,365149
myxoma virus,3434673,10273,virus,sylvilagus bachmani,3817096,365149
toxoplasma gondii,3427408,5811,protozoa,sylvilagus bachmani,3817096,365149
escherichia coli,3419013,562,bacteria,sylvilagus brasiliensis,3923225,483865
myxoma virus,3434673,10273,virus,sylvilagus brasiliensis,3923225,483865
anaplasma bovis,3658321,186733,bacteria,sylvilagus floridanus,3434205,9988
anaplasma phagocytophilum,3419585,948,bacteria,sylvilagus floridanus,3434205,9988
baylisascaris procyonis,3428156,6259,helminth,sylvilagus floridanus,3434205,9988
borrelia burgdorferi,3418354,139,bacteria,sylvilagus floridanus,3434205,9988
california encephalitis virus,3452224,35305,virus,sylvilagus floridanus,3434205,9988
chlamydophila psittaci,3535620,83554,bacteria,sylvilagus floridanus,3434205,9988
clostridium piliforme,3420487,1524,bacteria,sylvilagus floridanus,3434205,9988
cottontail rabbit herpesvirus,3482655,52985,virus,sylvilagus floridanus,3434205,9988
cottontail rabbit papillomavirus,3435176,10623,virus,sylvilagus floridanus,3434205,9988
dicrocoelium dendriticum,3490032,57078,helminth,sylvilagus floridanus,3434205,9988
encephalitozoon cuniculi,3427755,6035,fungi,sylvilagus floridanus,3434205,9988
escherichia coli,3419013,562,bacteria,sylvilagus floridanus,3434205,9988
european brown hare syndrome virus,3449703,33756,virus,sylvilagus floridanus,3434205,9988
fasciola hepatica,3428035,6192,helminth,sylvilagus floridanus,3434205,9988
francisella tularensis,3418558,263,bacteria,sylvilagus floridanus,3434205,9988
gongylonema pulchrum,4026432,637853,helminth,sylvilagus floridanus,3434205,9988
mosgovoyia pectinata,3633555,160006,helminth,sylvilagus floridanus,3434205,9988
mycobacterium avium,3420872,1764,bacteria,sylvilagus floridanus,3434205,9988
myxoma virus,3434673,10273,virus,sylvilagus floridanus,3434205,9988
passalurus ambiguus,3894627,451380,helminth,sylvilagus floridanus,3434205,9988
rabbit hemorrhagic disease virus,3436986,11976,virus,sylvilagus floridanus,3434205,9988
staphylococcus aureus,3420098,1280,bacteria,sylvilagus floridanus,3434205,9988
taenia pisiformis,3539061,85432,helminth,sylvilagus floridanus,3434205,9988
toxoplasma gondii,3427408,5811,protozoa,sylvilagus floridanus,3434205,9988
trichuris leporis,3580528,109045,helminth,sylvilagus floridanus,3434205,9988
trypanosoma lewisi,3427229,5695,protozoa,sylvilagus floridanus,3434205,9988
west nile virus,3435880,11082,virus,sylvilagus floridanus,3434205,9988
myxoma virus,3434673,10273,virus,sylvilagus nuttallii,3478073,50378
borrelia burgdorferi,3418354,139,bacteria,sylvilagus palustris,3478077,50380
mycobacterium avium,3420872,1764,bacteria,sylvilagus palustris,3478077,50380
blastocystis hominis,3437968,12968,protozoa ,symphalangus syndactylus,3433546,9590
hylobates syndactylus lymphocryptovirus 1,3750474,291837,virus,symphalangus syndactylus,3433546,9590
mycobacterium avium,3420872,1764,bacteria,symphalangus syndactylus,3433546,9590
mycobacterium bovis,3420874,1765,bacteria,symphalangus syndactylus,3433546,9590
primate t-lymphotropic virus 1,3665273,194440,virus,symphalangus syndactylus,3433546,9590
shigella flexneri,3419106,623,bacteria,symphalangus syndactylus,3433546,9590
symphalangus syndactylus lymphocryptovirus 1,26205534,1567495,virus,symphalangus syndactylus,3433546,9590
symphalangus syndactylus lymphocryptovirus 2,4071158,691502,virus,symphalangus syndactylus,3433546,9590
anoplocephaloides bulmeri,27190772,1628898,helminth,synaptomys borealis,3561905,98318
anoplocephaloides kontrimavichusi,3732159,268233,helminth,synaptomys borealis,3561905,98318
arostrilepis beringiensis,27532977,1297887,helminth,synaptomys borealis,3561905,98318
anoplocephaloides bulmeri,27190772,1628898,helminth,synaptomys cooperi,3816151,364155
alcelaphine herpesvirus 1,3452140,35252,virus,syncerus caffer,3434174,9970
anaplasma centrale,3419324,769,bacteria,syncerus caffer,3434174,9970
anaplasma marginale,3419326,770,bacteria,syncerus caffer,3434174,9970
babesia bigemina,3427510,5866,protozoa,syncerus caffer,3434174,9970
babesia occultans,3967940,536930,protozoa,syncerus caffer,3434174,9970
bacillus anthracis,3420278,1392,bacteria,syncerus caffer,3434174,9970
bluetongue virus,3460148,40051,virus,syncerus caffer,3434174,9970
bovine herpesvirus 4,3434853,10385,virus,syncerus caffer,3434174,9970
bovine papillomavirus,3435092,10571,virus,syncerus caffer,3434174,9970
brucella abortus,3418510,235,bacteria,syncerus caffer,3434174,9970
candidatus mycoplasma haemobos,3878069,432608,bacteria,syncerus caffer,3434174,9970
chlamydophila abortus,3535622,83555,bacteria,syncerus caffer,3434174,9970
cooperia fuelleborni,25871191,1701394,helminth,syncerus caffer,3434174,9970
crimean-congo hemorrhagic fever virus,3436438,11593,virus,syncerus caffer,3434174,9970
cryptosporidium baileyi,3441650,27987,protozoa,syncerus caffer,3434174,9970
cryptosporidium muris,3427402,5808,protozoa,syncerus caffer,3434174,9970
cryptosporidium parvum,3427400,5807,protozoa,syncerus caffer,3434174,9970
cryptosporidium proliferans,26745819,1729943,protozoa,syncerus caffer,3434174,9970
cryptosporidium ubiquitum,4160226,857276,protozoa,syncerus caffer,3434174,9970
dasytricha ruminantium,3461472,40806,protozoa,syncerus caffer,3434174,9970
ehrlichia chaffeensis,3419581,945,bacteria,syncerus caffer,3434174,9970
ehrlichia ruminantium,3419339,779,bacteria,syncerus caffer,3434174,9970
escherichia coli,3419013,562,bacteria,syncerus caffer,3434174,9970
fasciola gigantica,3472013,46835,helminth,syncerus caffer,3434174,9970
foot-and-mouth disease virus,3437188,12110,virus,syncerus caffer,3434174,9970
haemonchus bedfordi,22682305,1701398,helminth,syncerus caffer,3434174,9970
haemonchus placei,3428211,6290,helminth,syncerus caffer,3434174,9970
lumpy skin disease virus,3494289,59509,virus,syncerus caffer,3434174,9970
mycobacterium avium,3420872,1764,bacteria,syncerus caffer,3434174,9970
mycobacterium bovis,3420874,1765,bacteria,syncerus caffer,3434174,9970
mycobacterium fortuitum,3420876,1766,bacteria,syncerus caffer,3434174,9970
mycobacterium terrae,3420920,1788,bacteria,syncerus caffer,3434174,9970
mycobacterium tuberculosis,3420890,1773,bacteria,syncerus caffer,3434174,9970
mycoplasma wenyonii,3503938,65123,bacteria,syncerus caffer,3434174,9970
neospora caninum,3443483,29176,protozoa,syncerus caffer,3434174,9970
ovine herpesvirus 2,3434872,10398,virus,syncerus caffer,3434174,9970
peste-des-petits-ruminants virus,3446965,31604,virus,syncerus caffer,3434174,9970
pilobolus pullus,24645238,1078478,fungi,syncerus caffer,3434174,9970
rift valley fever virus,3436428,11588,virus,syncerus caffer,3434174,9970
rinderpest virus,3436152,11241,virus,syncerus caffer,3434174,9970
sarcocystis cafferi,26201154,1443041,protozoa,syncerus caffer,3434174,9970
sarcocystis hirsuta,3498026,61649,protozoa,syncerus caffer,3434174,9970
shuni virus,3632771,159148,virus,syncerus caffer,3434174,9970
theileria buffeli,3427530,5876,protozoa,syncerus caffer,3434174,9970
theileria mutans,3441658,27991,protozoa,syncerus caffer,3434174,9970
theileria parva,3427528,5875,protozoa,syncerus caffer,3434174,9970
theileria taurotragi,3441662,27993,protozoa,syncerus caffer,3434174,9970
theileria velifera,3535588,83538,protozoa,syncerus caffer,3434174,9970
thelazia rhodesi,3624889,150477,helminth,syncerus caffer,3434174,9970
toxoplasma gondii,3427408,5811,protozoa,syncerus caffer,3434174,9970
trypanosoma brucei,3427222,5691,protozoa,syncerus caffer,3434174,9970
trypanosoma congolense,3427224,5692,protozoa,syncerus caffer,3434174,9970
trypanosoma evansi,3427233,5697,protozoa,syncerus caffer,3434174,9970
trypanosoma vivax,3427237,5699,protozoa,syncerus caffer,3434174,9970
west nile virus,3435880,11082,virus,syncerus caffer,3434174,9970
cryptosporidium fayeri,4003626,582425,protozoa,tachyglossus aculeatus,3433010,9261
cryptosporidium proliferans,26745819,1729943,protozoa,tachyglossus aculeatus,3433010,9261
echidna erv,27760337,1400256,virus,tachyglossus aculeatus,3433010,9261
escherichia coli,3419013,562,bacteria,tachyglossus aculeatus,3433010,9261
nicollina cameroni,3777253,321377,helminth,tachyglossus aculeatus,3433010,9261
pseudomonas aeruginosa,3418593,287,bacteria,tachyglossus aculeatus,3433010,9261
salmonella enterica,3443028,28901,bacteria,tachyglossus aculeatus,3433010,9261
tachynema baylisi,27331938,1589292,helminth,tachyglossus aculeatus,3433010,9261
cryptosporidium muris,3427402,5808,protozoa,tachyoryctes splendens,3476519,49445
ajellomyces capsulatus,3426227,5037,fungi,tadarida brasiliensis,3433309,9438
bat astrovirus,26205112,1697918,virus,tadarida brasiliensis,3433309,9438
coronavirus mex_cov-8,27258842,1289554,virus,tadarida brasiliensis,3433309,9438
eastern equine encephalitis virus,3435775,11021,virus,tadarida brasiliensis,3433309,9438
escherichia coli,3419013,562,bacteria,tadarida brasiliensis,3433309,9438
leishmania mexicana,3427184,5665,protozoa,tadarida brasiliensis,3433309,9438
murine leukemia virus,3436743,11786,virus,tadarida brasiliensis,3433309,9438
neorickettsia risticii,3419589,950,bacteria,tadarida brasiliensis,3433309,9438
rabies virus,3436242,11292,virus,tadarida brasiliensis,3433309,9438
tadarida brasiliensis circovirus 1,27414310,1732201,virus,tadarida brasiliensis,3433309,9438
tadarida brasiliensis polyomavirus 1,27618655,1588048,virus,tadarida brasiliensis,3433309,9438
tadarida brasiliensis polyomavirus 2,27618657,1588049,virus,tadarida brasiliensis,3433309,9438
trypanosoma dionisii,3526023,78083,protozoa,tadarida brasiliensis,3433309,9438
european bat lyssavirus 1,3490733,57482,virus,tadarida teniotis,3494239,59483
mammalian orthoreovirus,3804442,351073,virus,tadarida teniotis,3494239,59483
tadarida teniotis betaherpesvirus 1,27541027,1325406,virus,tadarida teniotis,3494239,59483
tadarida teniotis betaherpesvirus 2,27541029,1325407,virus,tadarida teniotis,3494239,59483
bruges virus,26303092,1679445,virus,talpa europaea,3433198,9375
coxiella burnetii,3419338,777,bacteria,talpa europaea,3433198,9375
mycobacterium bovis,3420874,1765,bacteria,talpa europaea,3433198,9375
nova virus,4045315,660955,virus,talpa europaea,3433198,9375
talpa europaea papillomavirus,27793434,1338506,virus,talpa europaea,3433198,9375
tick-borne encephalitis virus,3435884,11084,virus,talpa europaea,3433198,9375
toxoplasma gondii,3427408,5811,protozoa,talpa europaea,3433198,9375
trichinella spiralis,3428270,6334,helminth,talpa europaea,3433198,9375
asturias virus,26205110,2052560,virus,talpa occidentalis,3479092,50954
escherichia coli,3419013,562,bacteria,tamandua mexicana,3433152,9351
[enterobacter] aerogenes,3418991,548,bacteria,tamandua tetradactyla,3475523,48850
escherichia coli,3419013,562,bacteria,tamandua tetradactyla,3475523,48850
giardia intestinalis,3427309,5741,protozoa,tamandua tetradactyla,3475523,48850
leishmania amazonensis,3427175,5659,protozoa,tamandua tetradactyla,3475523,48850
leishmania braziliensis,3427177,5660,protozoa,tamandua tetradactyla,3475523,48850
leishmania infantum,3427192,5671,protozoa,tamandua tetradactyla,3475523,48850
leptospira interrogans,3418416,173,bacteria,tamandua tetradactyla,3475523,48850
salmonella enterica,3443028,28901,bacteria,tamandua tetradactyla,3475523,48850
staphylococcus epidermidis,3420102,1282,bacteria,tamandua tetradactyla,3475523,48850
toxoplasma gondii,3427408,5811,protozoa,tamandua tetradactyla,3475523,48850
trypanosoma cruzi,3427225,5693,protozoa,tamandua tetradactyla,3475523,48850
trypanosoma rangeli,3427235,5698,protozoa,tamandua tetradactyla,3475523,48850
anaplasma phagocytophilum,3419585,948,bacteria,tamias amoenus,3503229,64679
borrelia hermsii,3418356,140,bacteria,tamias amoenus,3503229,64679
colorado tick fever virus,3472021,46839,virus,tamias amoenus,3503229,64679
hymenolepis folkertsi,26303172,1903430,helminth,tamias amoenus,3503229,64679
borrelia coriaceae,3418364,144,bacteria,tamias merriami,3600907,123787
yersinia pestis,3419122,632,bacteria,tamias merriami,3600907,123787
anaplasma phagocytophilum,3419585,948,bacteria,tamias minimus,3469535,45468
colorado tick fever virus,3472021,46839,virus,tamias minimus,3469535,45468
rauschtineria eutamii,26752747,1898256,helminth,tamias minimus,3469535,45468
sin nombre virus,3456178,37705,virus,tamias minimus,3469535,45468
borrelia burgdorferi,3418354,139,bacteria,tamias ochrogenys,3600970,123852
yersinia pestis,3419122,632,bacteria,tamias quadrimaculatus,3600911,123791
anaplasma phagocytophilum,3419585,948,bacteria,tamias senex,3600914,123794
borrelia burgdorferi,3418354,139,bacteria,tamias senex,3600914,123794
yersinia pestis,3419122,632,bacteria,tamias senex,3600914,123794
anaplasma bovis,3658321,186733,bacteria,tamias sibiricus,3503231,64680
anaplasma phagocytophilum,3419585,948,bacteria,tamias sibiricus,3503231,64680
babesia microti,3427514,5868,protozoa,tamias sibiricus,3503231,64680
bartonella washoensis,3658327,186739,bacteria,tamias sibiricus,3503231,64680
borrelia burgdorferi,3418354,139,bacteria,tamias sibiricus,3503231,64680
cryptosporidium muris,3427402,5808,protozoa,tamias sibiricus,3503231,64680
hymenolepis nana,3568829,102285,helminth,tamias sibiricus,3503231,64680
tick-borne encephalitis virus,3435884,11084,virus,tamias sibiricus,3503231,64680
borrelia bissettii,3503564,64897,bacteria,tamias siskiyou,3600971,123853
anaplasma phagocytophilum,3419585,948,bacteria,tamias striatus,3469546,45474
babesia microti,3427514,5868,protozoa,tamias striatus,3469546,45474
borrelia burgdorferi,3418354,139,bacteria,tamias striatus,3469546,45474
borrelia miyamotoi,3473108,47466,bacteria,tamias striatus,3469546,45474
california encephalitis virus,3452224,35305,virus,tamias striatus,3469546,45474
cryptosporidium parvum,3427400,5807,protozoa,tamias striatus,3469546,45474
dicrocoelium dendriticum,3490032,57078,helminth,tamias striatus,3469546,45474
hymenolepis folkertsi,26303172,1903430,helminth,tamias striatus,3469546,45474
hymenolepis nana,3568829,102285,helminth,tamias striatus,3469546,45474
toxoplasma gondii,3427408,5811,protozoa,tamias striatus,3469546,45474
west nile virus,3435880,11082,virus,tamias striatus,3469546,45474
colorado tick fever virus,3472021,46839,virus,tamias umbrinus,3600917,123797
anaplasma phagocytophilum,3419585,948,bacteria,tamiasciurus douglasii,3619527,144198
baylisascaris procyonis,3428156,6259,helminth,tamiasciurus douglasii,3619527,144198
borrelia bissettii,3503564,64897,bacteria,tamiasciurus douglasii,3619527,144198
yersinia pestis,3419122,632,bacteria,tamiasciurus douglasii,3619527,144198
bartonella washoensis,3658327,186739,bacteria,tamiasciurus hudsonicus,3434241,10009
borrelia burgdorferi,3418354,139,bacteria,tamiasciurus hudsonicus,3434241,10009
borrelia hermsii,3418356,140,bacteria,tamiasciurus hudsonicus,3434241,10009
